age,c_charge_degree,race,sex,priors_count,decile_score
20,F,Caucasian,Male,0,2
25,F,African-American,Male,4,10
53,M,Caucasian,Male,0,1
27,M,African-American,Female,0,8
21,F,Other,Male,0,5
50,M,Caucasian,Male,1,1
41,F,African-American,Male,4,5
22,F,Caucasian,Male,5,8
22,F,Caucasian,Male,0,7
25,F,African-American,Male,2,5
42,F,African-American,Male,1,4
51,F,Other,Male,2,1
24,F,African-American,Male,0,3
37,F,African-American,Male,4,4
37,M,Caucasian,Male,0,1
27,M,Other,Female,0,2
21,F,Other,Male,0,6
35,F,African-American,Male,1,1
24,F,Caucasian,Female,0,8
49,M,Caucasian,Male,2,1
38,F,African-American,Male,9,6
61,M,Other,Male,0,1
30,M,African-American,Female,0,2
22,F,African-American,Male,3,6
25,F,African-American,Male,0,7
30,M,Hispanic,Female,3,3
52,M,Caucasian,Male,0,1
26,F,Caucasian,Male,0,2
26,M,Other,Male,0,4
45,F,Caucasian,Male,9,9
20,F,African-American,Male,0,9
29,F,African-American,Male,4,8
43,F,Caucasian,Male,1,6
26,F,Caucasian,Male,2,5
46,F,African-American,Female,4,4
46,F,African-American,Female,0,1
29,F,African-American,Male,12,10
41,M,Caucasian,Male,0,1
25,F,African-American,Female,5,7
23,F,African-American,Male,2,7
30,M,Caucasian,Male,0,3
34,F,Caucasian,Male,1,6
70,F,Caucasian,Male,11,1
52,F,Caucasian,Male,2,1
51,M,African-American,Male,4,2
45,F,Native American,Female,15,10
55,F,African-American,Male,21,6
49,F,Caucasian,Female,1,1
47,F,Caucasian,Female,0,1
27,M,African-American,Male,0,2
25,M,Caucasian,Male,5,7
21,F,African-American,Male,1,10
37,F,African-American,Male,26,10
21,F,African-American,Male,1,9
21,F,African-American,Male,0,6
25,F,African-American,Male,4,10
27,F,African-American,Female,3,5
30,F,Caucasian,Male,3,4
70,M,Caucasian,Male,0,1
37,F,Caucasian,Male,11,9
46,F,African-American,Male,5,5
40,M,Other,Male,4,1
43,F,African-American,Male,18,4
38,F,African-American,Male,15,6
29,F,African-American,Male,0,4
37,M,African-American,Male,8,2
38,F,Hispanic,Male,3,4
27,F,Caucasian,Female,0,3
20,M,Other,Female,0,5
44,M,Hispanic,Male,0,1
31,M,Caucasian,Male,6,5
29,F,African-American,Male,3,2
30,M,African-American,Female,0,2
25,F,Caucasian,Female,2,5
40,F,African-American,Male,3,2
33,M,Caucasian,Male,1,3
26,F,Caucasian,Male,5,5
31,M,Hispanic,Male,1,3
61,M,Caucasian,Male,1,1
30,F,Caucasian,Male,2,4
62,M,Caucasian,Male,0,1
27,M,Caucasian,Female,4,8
48,F,Caucasian,Male,9,6
40,F,Caucasian,Female,0,2
24,F,Caucasian,Male,0,4
22,F,African-American,Male,0,4
30,M,African-American,Male,4,8
63,M,Caucasian,Male,0,1
33,F,African-American,Male,4,10
43,M,Caucasian,Male,0,4
26,F,African-American,Male,3,10
51,F,African-American,Male,1,1
39,F,Caucasian,Male,3,1
30,M,Hispanic,Female,0,3
32,F,African-American,Male,14,8
22,M,African-American,Male,0,6
59,F,Caucasian,Male,0,1
38,M,African-American,Male,37,7
23,F,African-American,Male,2,6
42,M,African-American,Male,0,1
38,F,African-American,Male,2,7
34,F,Caucasian,Female,2,3
36,F,African-American,Female,7,3
36,M,African-American,Male,0,3
31,F,African-American,Male,1,1
28,F,African-American,Female,3,4
28,F,African-American,Male,1,2
43,F,African-American,Male,0,4
40,F,African-American,Male,1,1
31,F,African-American,Male,15,9
54,F,African-American,Male,6,7
24,F,African-American,Male,17,9
41,F,Hispanic,Male,0,1
21,F,African-American,Male,1,9
29,F,Hispanic,Female,1,2
22,F,African-American,Male,0,3
52,F,Hispanic,Male,9,7
40,F,Other,Female,0,1
45,F,African-American,Female,1,4
29,M,African-American,Male,1,2
46,F,African-American,Male,10,5
21,F,Caucasian,Male,1,8
35,F,Caucasian,Male,6,5
52,M,African-American,Male,1,1
48,M,Caucasian,Male,0,1
29,M,African-American,Female,9,8
48,M,Caucasian,Male,0,1
31,F,African-American,Male,10,6
21,F,Caucasian,Male,3,8
32,F,Other,Male,0,1
47,M,African-American,Male,0,5
21,F,African-American,Male,3,10
35,F,African-American,Male,13,10
46,M,African-American,Male,3,1
34,F,African-American,Male,5,4
52,F,African-American,Male,2,1
21,M,Caucasian,Male,0,8
53,M,Caucasian,Male,1,1
19,F,Caucasian,Female,0,3
22,M,African-American,Male,0,6
45,F,African-American,Male,1,3
27,F,Caucasian,Female,0,2
25,M,Caucasian,Male,0,2
30,F,Caucasian,Male,0,4
31,F,African-American,Male,2,5
28,F,Caucasian,Male,3,3
36,M,African-American,Male,3,2
27,F,African-American,Male,7,5
42,F,African-American,Male,1,2
35,F,Caucasian,Male,0,5
33,F,Caucasian,Female,2,2
24,F,Hispanic,Male,6,10
25,F,African-American,Male,21,10
42,M,Caucasian,Female,0,1
21,F,African-American,Male,0,6
28,M,African-American,Female,0,2
27,F,African-American,Male,25,10
21,F,Caucasian,Female,0,6
26,M,Caucasian,Male,0,6
36,F,Caucasian,Male,0,1
49,F,Caucasian,Male,0,7
44,F,Caucasian,Male,0,2
28,M,Caucasian,Male,1,3
35,F,African-American,Female,12,7
34,F,African-American,Male,3,1
45,F,African-American,Male,15,3
28,F,African-American,Male,9,3
25,F,African-American,Female,1,3
21,M,African-American,Male,1,8
48,F,African-American,Male,1,1
37,M,Caucasian,Male,1,2
24,F,African-American,Male,3,6
37,M,Caucasian,Male,1,1
39,F,Caucasian,Male,1,3
24,F,Caucasian,Male,1,5
49,F,Other,Male,2,1
23,F,African-American,Male,1,2
43,F,Caucasian,Male,5,5
28,M,African-American,Male,6,8
53,M,African-American,Male,1,2
27,M,African-American,Female,2,4
39,M,Caucasian,Male,0,1
47,F,African-American,Male,22,7
28,F,African-American,Male,4,2
36,F,Caucasian,Male,2,1
24,F,African-American,Female,1,9
35,M,Hispanic,Male,0,2
23,F,African-American,Male,3,7
26,F,African-American,Male,2,2
31,F,African-American,Male,7,4
30,F,African-American,Female,14,10
25,M,Caucasian,Male,2,6
24,F,African-American,Male,6,10
34,F,Hispanic,Male,1,1
26,M,African-American,Male,2,4
60,F,Hispanic,Male,0,1
20,F,African-American,Female,0,5
23,F,Caucasian,Male,0,3
26,F,African-American,Male,5,7
40,M,Caucasian,Male,4,1
28,F,Other,Male,1,3
49,F,Hispanic,Male,1,1
19,F,African-American,Male,1,10
53,F,Caucasian,Male,1,1
24,F,African-American,Female,0,3
31,F,Hispanic,Male,0,1
33,F,Caucasian,Female,2,3
26,F,Caucasian,Male,8,10
32,F,Caucasian,Male,2,2
25,F,Caucasian,Male,0,2
21,F,African-American,Male,1,2
38,F,African-American,Male,3,5
23,F,Caucasian,Male,0,2
20,F,Caucasian,Male,0,6
39,F,Caucasian,Female,4,1
24,F,African-American,Male,1,2
23,F,Hispanic,Male,0,2
49,F,African-American,Male,3,4
31,F,African-American,Male,7,7
20,F,African-American,Male,1,6
28,M,Caucasian,Male,0,3
67,F,Caucasian,Male,3,1
33,F,Hispanic,Male,0,1
52,F,African-American,Male,0,1
45,F,African-American,Male,17,7
27,F,African-American,Male,8,7
22,F,Caucasian,Male,1,9
40,M,Caucasian,Male,0,1
30,M,Caucasian,Male,1,8
42,F,African-American,Male,1,1
24,F,African-American,Male,2,3
46,F,Caucasian,Male,4,2
38,F,African-American,Male,4,3
32,M,Hispanic,Female,0,3
26,M,Caucasian,Male,0,5
54,M,Caucasian,Male,1,1
27,F,Hispanic,Male,2,3
61,F,Caucasian,Male,1,4
51,M,African-American,Male,1,4
57,F,Caucasian,Male,0,1
24,M,Caucasian,Male,3,5
34,F,African-American,Male,1,1
27,F,Hispanic,Male,1,2
28,M,African-American,Female,10,7
35,M,African-American,Male,10,8
30,F,African-American,Male,6,6
44,F,African-American,Male,0,1
61,F,Caucasian,Male,10,6
26,F,African-American,Male,1,9
48,F,African-American,Male,10,7
42,M,African-American,Male,4,1
38,F,Caucasian,Male,10,8
53,M,Caucasian,Female,0,1
26,M,African-American,Male,3,10
22,F,African-American,Male,1,7
50,F,Caucasian,Male,0,7
44,M,Caucasian,Male,16,7
24,F,African-American,Male,4,6
21,F,African-American,Male,0,7
50,F,Caucasian,Male,0,1
36,M,Caucasian,Female,0,1
39,F,Caucasian,Male,0,3
54,F,African-American,Female,7,6
29,M,African-American,Male,0,2
26,M,Caucasian,Male,0,6
41,F,African-American,Male,3,4
23,F,African-American,Male,1,6
34,M,Caucasian,Male,0,1
31,F,Caucasian,Male,11,7
20,F,African-American,Male,0,3
49,F,African-American,Male,10,6
26,F,African-American,Male,4,8
28,F,African-American,Male,1,4
26,F,African-American,Male,0,2
55,F,African-American,Male,1,4
22,M,African-American,Male,0,9
26,M,African-American,Female,0,4
56,M,Other,Male,0,1
46,F,Other,Male,2,3
58,F,African-American,Male,16,6
28,F,African-American,Male,4,7
33,F,African-American,Male,8,6
31,M,African-American,Female,0,2
26,M,African-American,Male,1,5
34,M,Caucasian,Male,0,1
33,F,Other,Male,0,1
32,F,African-American,Female,0,2
37,F,African-American,Male,9,6
50,F,African-American,Male,1,5
35,F,Caucasian,Male,1,2
47,M,Caucasian,Female,0,3
52,F,African-American,Female,8,9
26,F,African-American,Male,5,7
45,F,African-American,Male,13,1
19,M,Other,Male,0,9
41,F,African-American,Male,8,2
24,M,African-American,Male,0,2
21,F,African-American,Male,1,9
54,M,Caucasian,Male,0,1
49,F,Caucasian,Male,0,1
42,F,Caucasian,Male,1,2
21,F,African-American,Male,1,4
46,F,Caucasian,Male,5,8
74,M,Caucasian,Male,0,1
38,F,Hispanic,Female,0,1
39,F,African-American,Female,1,1
38,F,African-American,Female,0,1
19,F,African-American,Male,1,7
28,F,Caucasian,Male,0,2
25,F,African-American,Male,1,6
53,M,Caucasian,Male,1,1
23,F,African-American,Male,2,9
55,F,Caucasian,Male,33,9
64,F,Caucasian,Female,1,1
23,M,African-American,Male,1,7
23,F,African-American,Male,4,8
41,F,Hispanic,Female,0,1
53,M,Other,Male,0,1
34,F,African-American,Male,0,1
24,F,Hispanic,Male,0,1
26,M,African-American,Male,1,1
44,F,Caucasian,Male,4,2
27,F,Caucasian,Female,0,2
28,F,Caucasian,Male,14,9
55,M,Caucasian,Male,1,1
36,F,African-American,Male,15,5
23,F,African-American,Male,1,4
56,M,African-American,Male,1,1
27,F,Caucasian,Male,2,6
37,M,Caucasian,Male,1,6
32,F,African-American,Male,1,8
41,M,African-American,Male,18,10
22,F,African-American,Male,1,6
37,F,Caucasian,Male,1,2
45,M,African-American,Male,3,2
31,F,African-American,Female,14,8
42,F,African-American,Male,7,5
26,F,African-American,Male,20,9
33,F,Caucasian,Male,0,9
22,M,Caucasian,Male,0,2
36,M,African-American,Female,1,1
54,M,Caucasian,Male,0,1
25,F,African-American,Male,5,9
24,F,Caucasian,Male,3,5
23,M,Hispanic,Male,0,7
61,M,Caucasian,Male,0,1
42,M,Caucasian,Female,0,1
28,M,Caucasian,Male,1,2
27,M,African-American,Male,1,5
24,M,Caucasian,Male,2,3
32,F,African-American,Male,16,10
38,F,Caucasian,Male,0,1
21,M,Caucasian,Male,1,3
27,F,African-American,Male,1,7
39,F,Caucasian,Male,0,4
29,F,Caucasian,Male,0,1
29,F,Caucasian,Male,1,3
36,F,Caucasian,Male,1,4
46,F,African-American,Male,0,7
44,F,African-American,Male,7,6
27,M,African-American,Male,0,2
27,F,African-American,Male,8,7
61,M,Caucasian,Male,0,1
47,M,African-American,Male,0,1
27,M,African-American,Male,1,1
28,F,Caucasian,Male,0,2
31,M,Caucasian,Female,1,5
26,M,Caucasian,Male,9,4
53,F,African-American,Male,2,2
26,F,African-American,Male,1,5
25,F,African-American,Male,2,4
23,M,Other,Male,5,10
21,M,African-American,Female,4,8
23,M,African-American,Male,1,4
30,M,Other,Male,3,1
45,F,African-American,Female,2,3
27,M,African-American,Male,2,5
26,M,African-American,Female,0,2
21,F,Caucasian,Male,0,8
62,M,Caucasian,Female,0,1
48,F,Caucasian,Male,0,3
53,M,African-American,Male,1,1
62,M,African-American,Male,3,3
28,F,African-American,Male,5,10
56,F,Caucasian,Male,1,2
35,F,Hispanic,Male,2,1
56,M,Hispanic,Female,2,1
22,F,African-American,Male,2,7
26,F,African-American,Male,5,8
35,M,African-American,Male,4,5
22,F,African-American,Male,1,3
37,F,African-American,Female,7,3
32,F,African-American,Female,0,2
33,F,African-American,Female,3,6
38,F,Other,Male,2,3
53,M,Caucasian,Male,0,1
32,M,Caucasian,Male,0,1
26,M,Caucasian,Male,0,2
61,M,Caucasian,Male,0,1
21,M,African-American,Male,0,10
69,M,African-American,Male,22,5
26,M,African-American,Male,0,4
30,F,African-American,Male,9,10
21,F,Caucasian,Male,1,4
41,M,Caucasian,Male,0,2
45,F,African-American,Male,0,6
31,F,African-American,Male,10,5
22,F,Caucasian,Male,0,3
54,F,Caucasian,Female,0,3
50,M,Caucasian,Male,2,1
37,F,Other,Male,11,3
21,F,African-American,Female,0,8
23,M,Hispanic,Male,6,7
30,F,Caucasian,Male,0,3
30,F,African-American,Male,11,8
26,M,Caucasian,Male,5,4
59,M,African-American,Female,0,2
29,F,African-American,Male,13,8
67,F,Hispanic,Male,0,1
30,F,Caucasian,Male,13,8
25,M,African-American,Male,5,5
45,F,Hispanic,Male,8,6
22,F,African-American,Male,0,3
41,F,African-American,Male,8,1
46,F,Asian,Male,3,5
27,M,Other,Male,0,5
37,F,African-American,Female,13,6
22,F,African-American,Male,0,3
19,F,African-American,Male,0,4
45,M,Caucasian,Male,2,2
33,F,African-American,Female,5,9
52,F,African-American,Male,7,5
21,F,African-American,Female,0,6
43,M,African-American,Male,6,10
33,F,Caucasian,Male,3,6
26,F,African-American,Male,3,10
37,M,Caucasian,Male,0,3
38,F,African-American,Male,1,1
35,M,Hispanic,Male,1,1
27,F,African-American,Male,1,2
40,F,Other,Male,1,1
21,F,African-American,Male,1,5
38,F,Caucasian,Male,3,9
37,M,Caucasian,Male,0,4
44,F,Caucasian,Male,0,1
30,F,African-American,Male,0,2
40,F,Hispanic,Male,0,1
49,F,Caucasian,Male,1,1
67,M,Caucasian,Male,0,1
59,F,African-American,Male,14,8
21,F,African-American,Male,1,10
31,M,Caucasian,Male,6,7
50,F,Caucasian,Female,2,1
30,F,African-American,Male,7,3
28,M,Caucasian,Male,1,2
48,F,African-American,Male,7,7
55,M,Caucasian,Male,0,1
42,M,Caucasian,Male,0,3
34,M,African-American,Male,0,7
43,M,African-American,Male,4,5
44,F,African-American,Male,0,1
29,F,Hispanic,Male,17,6
25,F,Caucasian,Male,2,5
32,M,African-American,Female,0,3
96,F,Hispanic,Male,2,2
29,M,Hispanic,Male,0,2
27,F,Hispanic,Male,8,5
31,M,Hispanic,Male,0,5
24,F,African-American,Male,1,3
34,F,African-American,Male,0,7
48,F,African-American,Male,2,1
41,F,African-American,Male,1,1
26,M,African-American,Male,12,9
42,F,African-American,Male,0,5
29,M,African-American,Male,0,5
26,M,Caucasian,Male,0,2
27,F,African-American,Female,1,3
35,M,Caucasian,Male,4,2
54,F,Caucasian,Male,1,1
20,F,African-American,Male,0,6
27,F,Caucasian,Male,0,6
21,F,African-American,Male,1,7
27,M,Caucasian,Male,7,9
34,F,African-American,Male,11,8
54,M,African-American,Male,0,1
29,F,Other,Male,2,2
39,F,African-American,Male,1,1
33,M,Caucasian,Female,0,1
40,F,Hispanic,Female,7,2
35,M,African-American,Female,0,4
28,M,Hispanic,Male,0,2
53,M,African-American,Male,0,1
28,M,Caucasian,Male,2,4
26,F,African-American,Male,0,8
31,F,African-American,Male,3,5
24,M,Caucasian,Male,3,8
45,F,Caucasian,Male,19,6
33,M,Hispanic,Male,1,4
28,F,African-American,Male,1,7
45,F,Caucasian,Female,1,3
33,F,Caucasian,Male,3,8
23,F,Caucasian,Male,4,6
36,F,African-American,Male,6,5
22,F,African-American,Male,0,3
28,F,African-American,Male,2,5
37,M,African-American,Male,3,2
52,M,Caucasian,Female,0,1
26,F,Caucasian,Male,0,2
28,F,Caucasian,Male,4,4
33,F,Caucasian,Female,2,4
23,F,Caucasian,Male,3,4
31,M,Caucasian,Male,3,4
55,M,Caucasian,Female,0,1
24,F,Caucasian,Male,3,4
37,M,African-American,Male,2,1
41,F,African-American,Male,0,1
26,M,Caucasian,Male,0,2
41,F,African-American,Male,13,5
33,F,African-American,Male,6,6
47,M,Hispanic,Male,0,1
23,F,African-American,Male,0,5
27,F,Caucasian,Male,1,3
24,F,Caucasian,Male,0,5
30,F,African-American,Male,10,9
55,F,Caucasian,Male,1,3
26,M,African-American,Male,13,10
35,F,African-American,Male,0,3
20,M,African-American,Male,1,4
24,M,Caucasian,Male,3,8
31,M,African-American,Male,8,10
55,F,African-American,Male,0,1
33,F,Caucasian,Male,7,9
44,F,Caucasian,Male,6,6
41,F,African-American,Male,25,9
56,M,African-American,Male,9,8
21,F,African-American,Male,1,3
48,M,Caucasian,Female,1,1
56,F,Caucasian,Male,7,6
39,M,Caucasian,Male,2,1
31,F,Hispanic,Male,0,2
25,F,Caucasian,Female,0,6
28,F,African-American,Female,3,5
30,F,African-American,Male,0,2
19,M,African-American,Female,0,8
20,M,African-American,Male,0,4
57,F,Caucasian,Male,0,1
51,M,African-American,Male,8,6
27,F,African-American,Male,5,3
26,F,African-American,Male,0,5
23,M,Caucasian,Male,3,8
35,M,African-American,Male,14,8
37,F,African-American,Male,5,6
48,F,African-American,Male,0,1
21,F,African-American,Male,0,9
52,M,African-American,Male,1,1
22,F,African-American,Male,0,4
41,F,Caucasian,Male,1,2
25,M,Caucasian,Female,1,5
54,M,African-American,Male,0,1
25,F,African-American,Male,13,10
40,F,Caucasian,Female,4,4
22,F,African-American,Male,0,7
50,F,Caucasian,Male,10,4
35,M,Caucasian,Male,2,3
28,F,Caucasian,Male,7,9
21,F,African-American,Male,0,7
27,F,Caucasian,Male,0,3
22,F,African-American,Male,0,3
38,F,Hispanic,Female,20,9
32,F,Caucasian,Male,0,5
59,F,Caucasian,Male,0,1
20,M,Other,Male,0,6
59,F,Caucasian,Male,0,1
44,F,Caucasian,Female,1,1
26,M,African-American,Male,9,10
30,F,African-American,Male,9,6
25,M,African-American,Male,3,8
44,M,Hispanic,Male,0,1
31,M,African-American,Female,0,6
32,F,African-American,Female,0,3
37,F,African-American,Male,22,9
22,F,Caucasian,Male,2,4
38,M,African-American,Male,8,6
34,F,Caucasian,Male,2,4
30,F,African-American,Male,7,3
38,F,Caucasian,Female,0,4
36,F,African-American,Male,10,10
46,F,Other,Male,0,1
35,F,Caucasian,Male,2,5
35,F,African-American,Male,0,1
20,F,Other,Male,1,6
30,F,African-American,Female,9,9
34,F,African-American,Male,16,9
31,F,Caucasian,Male,3,4
32,M,Hispanic,Male,0,1
31,F,Caucasian,Male,4,8
22,F,Caucasian,Male,2,8
31,F,Hispanic,Male,0,10
36,M,African-American,Male,5,5
39,M,African-American,Male,2,1
51,F,African-American,Male,9,9
35,F,African-American,Male,7,2
35,F,Hispanic,Male,0,3
23,F,Hispanic,Male,0,2
37,M,African-American,Male,0,3
25,M,African-American,Male,3,6
27,F,African-American,Female,0,3
47,M,Caucasian,Male,2,1
46,M,African-American,Male,12,6
27,F,Caucasian,Male,0,5
34,F,African-American,Male,0,9
25,M,Caucasian,Male,0,2
26,M,African-American,Male,5,5
25,F,African-American,Male,1,4
60,F,African-American,Male,9,8
49,M,Other,Male,0,1
30,F,African-American,Male,12,9
21,F,African-American,Male,0,4
25,F,African-American,Male,4,8
21,F,African-American,Male,0,4
29,M,Hispanic,Male,1,9
29,M,African-American,Male,4,4
21,M,Hispanic,Male,0,3
53,M,Other,Male,4,1
51,F,Caucasian,Male,2,1
29,M,African-American,Male,1,1
24,F,Other,Female,0,5
24,F,Other,Male,2,10
37,F,Hispanic,Male,5,2
20,F,Caucasian,Male,0,9
53,F,Caucasian,Male,1,1
25,F,African-American,Male,5,8
38,M,Hispanic,Male,0,1
22,F,African-American,Male,3,10
21,F,African-American,Male,1,8
21,F,Caucasian,Male,1,5
27,M,African-American,Male,6,8
28,M,African-American,Male,14,7
49,M,African-American,Male,6,4
52,F,African-American,Male,7,9
25,M,African-American,Male,1,6
56,F,Caucasian,Male,2,4
34,F,African-American,Male,22,9
35,F,Hispanic,Male,7,7
23,M,African-American,Male,1,3
22,F,Caucasian,Male,0,5
23,F,African-American,Male,0,8
30,M,African-American,Male,4,10
42,M,African-American,Male,1,6
50,M,African-American,Male,24,8
37,M,Other,Male,4,1
37,F,African-American,Male,0,9
23,F,African-American,Male,1,4
41,F,Caucasian,Male,0,1
50,F,African-American,Male,5,2
41,F,Hispanic,Male,19,10
26,F,African-American,Male,2,2
40,F,Other,Male,8,7
23,F,African-American,Male,2,8
55,F,Caucasian,Male,1,2
24,F,African-American,Male,0,6
33,M,Caucasian,Male,5,1
23,F,Caucasian,Male,0,2
37,M,African-American,Male,1,7
64,F,Other,Female,0,1
51,M,Caucasian,Male,0,1
40,F,Other,Male,4,1
35,M,African-American,Female,3,6
22,F,Hispanic,Male,1,4
29,F,African-American,Male,2,9
57,M,Caucasian,Male,0,1
20,M,African-American,Male,1,5
23,M,Other,Female,0,5
23,F,African-American,Male,3,8
36,M,Caucasian,Male,9,4
55,M,Caucasian,Male,1,1
53,M,African-American,Male,18,7
21,F,African-American,Male,1,9
27,M,African-American,Male,3,3
28,F,African-American,Male,6,9
26,F,Caucasian,Male,1,3
25,F,Caucasian,Male,1,6
66,F,Caucasian,Male,0,1
28,M,African-American,Male,3,2
24,M,African-American,Male,0,5
60,M,Caucasian,Male,18,2
37,F,African-American,Male,2,4
73,M,Caucasian,Male,0,1
44,F,African-American,Male,0,2
42,M,Hispanic,Male,0,1
40,F,African-American,Male,6,7
21,F,Hispanic,Male,0,10
56,M,Caucasian,Male,0,1
42,F,African-American,Male,3,1
50,F,Caucasian,Male,1,3
34,M,Caucasian,Male,0,2
47,M,African-American,Male,1,1
58,F,Caucasian,Male,3,2
48,F,Caucasian,Male,3,4
20,F,Caucasian,Female,0,3
53,F,African-American,Female,10,2
29,F,African-American,Male,0,9
38,M,Other,Male,1,1
43,M,Caucasian,Female,0,2
25,M,Hispanic,Male,2,3
53,M,Caucasian,Male,1,1
22,M,Caucasian,Male,0,7
32,M,Hispanic,Female,1,2
26,M,Caucasian,Male,9,7
48,F,Other,Female,0,1
23,F,African-American,Male,4,10
71,M,Caucasian,Male,1,1
61,M,Caucasian,Female,0,1
22,M,Caucasian,Female,2,5
54,M,Caucasian,Female,1,2
24,F,Caucasian,Male,6,9
28,F,Caucasian,Female,0,5
25,F,Caucasian,Female,2,10
22,F,African-American,Female,1,5
24,F,African-American,Male,2,3
35,F,African-American,Male,0,4
21,F,African-American,Male,0,3
49,M,Caucasian,Male,1,1
26,F,African-American,Male,6,9
30,F,African-American,Male,7,9
30,F,African-American,Male,5,4
64,F,Caucasian,Male,8,1
45,F,Caucasian,Female,7,2
37,M,African-American,Male,3,2
34,F,African-American,Female,1,7
60,F,Hispanic,Male,4,1
58,M,Caucasian,Male,0,1
27,F,Caucasian,Male,0,1
30,M,African-American,Male,0,1
25,M,African-American,Male,0,2
60,F,African-American,Male,19,8
56,F,African-American,Male,24,8
33,M,African-American,Male,2,1
25,F,Caucasian,Male,9,9
32,F,African-American,Male,6,7
24,F,African-American,Male,3,3
23,F,Caucasian,Male,2,8
23,F,Hispanic,Male,3,6
25,F,African-American,Male,1,4
20,F,African-American,Female,0,4
32,F,African-American,Male,9,9
49,F,African-American,Female,0,1
22,F,African-American,Male,1,3
24,F,African-American,Male,0,3
26,F,Caucasian,Male,10,7
29,M,African-American,Male,1,2
22,F,Caucasian,Male,0,6
26,F,African-American,Female,3,5
21,F,African-American,Male,0,7
54,M,Caucasian,Male,2,1
59,F,African-American,Male,1,1
22,F,African-American,Male,0,8
24,F,Other,Male,1,4
64,F,African-American,Male,20,7
45,M,Caucasian,Male,1,1
22,F,African-American,Female,0,4
24,F,African-American,Male,5,3
30,F,African-American,Female,3,6
27,F,Caucasian,Female,0,5
20,F,Caucasian,Male,0,4
29,F,Hispanic,Male,0,5
28,F,Caucasian,Male,5,5
37,M,Other,Male,0,1
25,F,Other,Male,2,2
23,F,Caucasian,Male,3,6
32,M,African-American,Female,0,2
44,F,Caucasian,Female,1,1
41,F,African-American,Male,8,4
30,F,Caucasian,Male,3,2
27,M,African-American,Male,2,5
32,F,African-American,Male,0,1
40,M,African-American,Male,24,8
34,M,Hispanic,Male,2,3
33,M,African-American,Female,3,4
33,F,Caucasian,Male,0,1
37,M,Hispanic,Male,1,1
28,M,African-American,Male,9,5
25,F,African-American,Female,0,5
30,M,African-American,Female,1,4
47,M,African-American,Female,0,2
24,F,Caucasian,Male,0,2
31,F,Caucasian,Male,9,8
52,F,African-American,Male,0,4
25,F,African-American,Male,5,10
46,M,African-American,Female,7,8
62,M,Caucasian,Male,3,1
36,M,Caucasian,Male,0,7
24,F,African-American,Male,2,3
37,M,Hispanic,Male,3,2
25,F,Caucasian,Male,9,9
21,M,African-American,Male,0,10
38,M,Asian,Male,0,1
29,F,African-American,Male,5,7
52,M,African-American,Male,0,1
29,F,African-American,Male,5,10
59,F,African-American,Male,13,2
39,F,African-American,Male,2,3
48,M,Hispanic,Male,1,1
31,M,Other,Male,3,1
20,F,African-American,Male,1,10
50,M,Caucasian,Male,0,1
27,F,African-American,Male,7,9
27,M,African-American,Male,0,1
31,F,Caucasian,Male,4,7
24,M,African-American,Female,2,6
24,F,African-American,Male,4,9
30,M,Caucasian,Male,0,2
41,F,Caucasian,Male,0,2
38,F,Other,Male,1,3
32,F,African-American,Male,2,8
69,M,Caucasian,Male,0,1
25,F,Caucasian,Male,1,9
55,M,Caucasian,Male,0,1
28,F,African-American,Male,7,10
27,M,Caucasian,Male,0,4
20,F,African-American,Female,1,6
36,F,African-American,Male,2,1
39,F,Hispanic,Female,10,4
25,F,African-American,Male,10,10
35,M,Caucasian,Female,1,4
32,M,African-American,Male,12,10
69,M,Other,Male,0,1
21,M,Caucasian,Male,1,6
41,F,Caucasian,Male,1,1
21,F,Hispanic,Male,0,5
38,F,African-American,Male,0,8
21,F,African-American,Male,1,9
35,M,Caucasian,Male,2,2
34,M,African-American,Male,5,6
52,M,Caucasian,Male,0,1
21,F,African-American,Male,0,8
43,M,African-American,Male,8,2
32,F,Caucasian,Female,0,2
49,F,Caucasian,Male,5,6
21,M,African-American,Female,0,4
28,F,African-American,Male,5,5
65,F,Caucasian,Female,1,1
27,M,Caucasian,Female,0,3
48,F,Caucasian,Male,20,8
20,M,African-American,Male,0,3
49,F,Other,Male,7,6
42,M,Other,Male,6,3
63,F,African-American,Male,6,3
40,M,Caucasian,Male,0,2
34,F,Hispanic,Male,0,2
21,F,African-American,Male,1,10
27,M,Caucasian,Male,1,2
29,M,Hispanic,Male,0,1
35,M,Caucasian,Male,0,10
50,M,African-American,Female,0,1
47,M,Caucasian,Male,0,1
44,M,Caucasian,Male,2,4
56,F,Hispanic,Male,0,1
23,M,African-American,Male,0,3
54,F,African-American,Male,10,6
38,F,Caucasian,Male,17,10
25,F,Hispanic,Male,0,2
44,F,Caucasian,Male,2,3
52,M,African-American,Male,3,3
52,F,Caucasian,Female,0,2
21,M,African-American,Male,0,9
30,F,Caucasian,Female,9,4
56,F,African-American,Male,6,2
35,F,African-American,Male,12,8
39,F,Caucasian,Male,1,1
29,M,Caucasian,Male,0,1
23,F,African-American,Male,2,5
26,M,Caucasian,Male,0,5
64,M,African-American,Female,1,1
58,F,Other,Female,0,1
20,F,Caucasian,Male,1,2
21,F,African-American,Male,0,5
21,F,African-American,Male,0,5
23,F,African-American,Male,0,7
46,F,African-American,Male,3,4
25,F,African-American,Male,21,9
35,F,Hispanic,Male,5,7
30,M,African-American,Female,0,3
