priors_count;days_b_screening_arrest;decile_score;is_recid;two_year_recid;c_charge_degree_F;c_charge_degree_M;race_African-American;race_Asian;race_Caucasian;race_Hispanic;race_Native American;race_Other;age_cat_25 - 45;age_cat_Greater than 45;age_cat_Less than 25;score_text_High;score_text_Low;score_text_Medium;sex_Female;sex_Male
0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1
0;-1;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0
4;-2;3;1;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0
0;-1;4;1;1;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;1
0;-3;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1
2;0;9;1;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1
2;-1;2;1;1;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1
5;-1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
1;-1;1;1;1;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1
1;-1;7;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1
9;-1;4;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1
1;-1;4;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1
2;0;3;1;1;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1
1;-1;1;1;1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;1;0
21;-1;5;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
1;-1;2;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0
4;-1;7;1;1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1
22;-1;10;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0
0;-1;6;1;1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;1;0
0;0;3;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1
0;-1;1;1;1;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;1;0
3;-18;3;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1
9;-1;7;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;1
0;-1;2;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1
1;-1;2;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
0;-3;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1
2;-1;3;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
2;-1;6;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1
6;-1;3;1;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;1
0;0;4;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1
13;-1;4;1;1;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
4;0;6;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
1;-1;2;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1
1;-1;8;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
0;-1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1
0;-1;3;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
0;-1;1;1;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;1;0
0;0;2;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1
19;-1;9;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1
7;-1;5;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;1
1;-1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;1;0
5;-2;7;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1
1;-1;4;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
1;-26;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1
1;0;3;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
4;-1;6;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;1;1;0
2;-10;4;1;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0
3;-1;5;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1
0;-1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1
0;-1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;1;0
1;-15;4;1;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1
1;-1;3;1;1;1;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0
0;-1;3;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;1;0
10;0;6;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1
6;0;3;1;1;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1
8;-1;8;1;1;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1
0;-1;2;1;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
8;-1;7;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
20;-1;7;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;1
10;-1;5;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;1
1;-1;7;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1
4;-26;4;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1
0;-3;1;1;1;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
0;-1;8;1;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1
2;-1;7;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
0;-1;5;1;1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1
0;-1;5;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1
2;-1;7;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1
3;0;5;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1
0;0;2;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;1;0
11;-1;9;1;1;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1
0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1
2;-1;4;1;1;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;1
7;0;8;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
1;-1;2;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1
1;-1;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1
3;-1;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1
1;-1;4;1;1;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;1
0;-2;2;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;1;0
0;0;1;1;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1
16;-1;10;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
3;-6;2;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1
0;0;6;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;1
2;-1;3;1;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;1;0
16;-1;6;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1
1;-1;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0
0;-1;4;1;1;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
0;-1;3;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1
19;-1;9;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
1;0;7;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1
0;0;2;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1
13;0;1;1;1;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1
2;-1;5;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1
4;-12;5;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
0;-1;2;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1
2;-1;6;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1
2;0;2;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1
14;-1;8;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
0;-1;4;1;1;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;1
8;0;9;1;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
4;-27;7;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0
0;-1;2;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
0;0;5;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
0;-1;2;1;1;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
2;-1;7;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0
2;-23;3;1;1;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1
0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1
2;-1;7;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1
2;-1;1;1;1;1;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0
0;-1;2;1;1;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1
0;-1;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
0;-2;5;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0
1;0;4;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1
0;-1;2;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1
0;-1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
5;-1;8;1;1;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1
4;-1;8;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
9;-1;3;1;1;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1
3;-1;6;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;1;0
13;-1;9;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
2;0;3;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
0;-1;9;1;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1
22;-1;9;1;1;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;1
1;-1;4;1;1;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1
4;-1;3;1;1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1
2;-1;2;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;1
0;-2;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1
2;0;2;1;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
0;-1;8;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0
1;-1;7;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0
0;0;3;1;1;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
3;-1;4;1;1;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1
0;0;2;1;1;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1
4;-1;3;1;1;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1
2;-1;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1
1;-1;7;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1
2;-1;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1
0;-1;2;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;1
2;-1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1
0;-2;2;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0
18;0;2;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1
0;-7;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1
6;-1;9;1;1;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1
1;-15;7;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1
0;-1;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1
1;-1;3;1;1;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1
1;-6;3;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0
9;-1;4;1;1;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1
0;-2;3;1;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1
2;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
3;-1;2;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1
6;11;1;1;1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1
1;-1;6;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1
2;-1;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1
1;-21;1;1;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
5;-1;8;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
1;0;1;1;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;1;0
0;0;4;1;1;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
4;-1;2;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1
0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1
5;0;6;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1
0;-1;3;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;1;0
0;-2;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;1;0
1;-1;3;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;1
1;-1;2;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1
0;-1;8;1;1;1;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0
6;-1;6;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1
29;-1;8;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
1;-5;6;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1
0;-1;5;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0
11;0;10;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
0;-1;2;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;1;0
0;-1;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1
4;-3;6;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0
0;-1;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1
1;-1;7;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1
2;-24;2;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
6;-1;2;1;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
3;-16;4;1;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1
5;-1;3;1;1;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1
0;-1;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1
2;-1;9;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
10;0;4;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1
0;-1;8;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;1
2;-1;7;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1
1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;1
0;-1;4;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1
0;-1;9;1;1;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;1
2;-1;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1
4;-1;4;1;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1
3;-1;3;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1
3;-1;8;1;1;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1
13;-1;3;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1
2;-1;5;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1
6;0;8;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
1;-1;7;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;1
0;0;3;1;1;1;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0
17;-1;8;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1
0;-1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1
6;-23;2;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1
0;-3;2;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;1;0
19;-1;6;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1
12;0;5;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1
6;-1;7;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;1
0;0;1;1;1;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1
11;-1;3;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1
0;0;5;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1
7;-1;2;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1
12;0;8;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
0;-1;2;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0
1;-1;2;1;1;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1
3;-1;5;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;1;0
0;-1;2;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
4;0;4;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
4;-1;5;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
7;-1;10;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1
15;-1;10;1;1;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;1
1;-1;9;1;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;1
2;-1;9;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1
0;-1;1;1;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
0;-1;2;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1
4;-1;2;1;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
7;-1;6;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
0;-1;8;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0
0;-1;5;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
0;-1;3;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1
0;-1;3;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0
0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;1;0
0;0;1;1;1;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1
1;-1;6;1;1;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;1
3;-1;5;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0
3;-1;6;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
11;-1;8;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
2;-1;3;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0
7;-1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
0;-1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1
3;-1;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;1
0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1
10;0;4;1;1;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1
0;-1;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1
0;-1;10;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
5;-1;4;1;1;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1
0;-1;7;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;1
0;-1;6;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1
0;0;2;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;1;0
0;-1;5;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1
0;-1;2;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
0;-1;2;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1
0;-1;5;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;1
1;0;3;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1
4;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1
15;0;10;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
6;-1;8;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
6;0;4;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
2;-1;3;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0
1;-11;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0
5;-1;2;1;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1
1;-1;5;1;1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1
8;-1;9;1;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1
8;-1;9;1;1;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;1
1;-4;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0
2;-1;7;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1
0;-1;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;1
4;-1;9;0;0;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1
5;-12;4;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1
6;-1;6;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1
0;-1;5;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;1
2;-1;6;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;1;0
3;-1;9;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
1;-1;2;1;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0
1;0;5;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0
7;-1;2;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1
1;-12;5;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;1
3;-1;5;1;1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;1;0
2;-1;8;1;1;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1
3;0;4;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1
0;0;2;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1
1;-8;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0
4;0;1;1;1;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1
1;-1;3;1;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1
15;-1;1;1;1;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1
1;-27;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1
0;-1;8;1;1;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;1
1;0;6;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
1;-1;10;1;1;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1
0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;1
0;-1;3;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0
0;-1;4;1;1;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1
2;0;2;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1
0;0;3;1;1;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1
2;-1;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;1
1;0;4;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1
0;-1;1;1;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;1;0
0;-1;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1
5;-18;5;1;1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1
0;-1;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;1;0
1;-1;5;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1
0;-1;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;1
2;-1;2;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1
3;-1;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1
0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1
2;-22;2;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1
0;-1;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;1;0
3;-1;5;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1
17;-1;7;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;1
3;-1;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
2;-1;3;1;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
1;-1;9;1;1;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1
5;0;4;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
9;-1;7;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;1
1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1
1;-1;8;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1
0;-1;10;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0
0;-1;1;1;1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;1;0
0;-1;3;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0
1;-1;3;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
16;-1;10;1;1;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1
0;0;2;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0
0;-1;7;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;1
5;-1;4;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
