Age,Workclass,Education,Marital_Status,Occupation,FamilyStatus,Race,Sex,Native_Country,Salary
54,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,>50K
28,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
34,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,United-States,<=50K
46,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
28,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
23,Private,HS-grad,Never-married,Adm-clerical,Own-child,Black,Male,United-States,<=50K
29,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,>50K
35,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
41,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,>50K
35,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
20,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,United-States,<=50K
42,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
56,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,United-States,<=50K
31,Private,Bachelors,Never-married,Sales,Own-child,White,Male,United-States,<=50K
23,Private,HS-grad,Never-married,Tech-support,Own-child,White,Male,United-States,<=50K
60,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States,<=50K
28,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,United-States,<=50K
32,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,>50K
36,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,>50K
44,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
34,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
27,Private,HS-grad,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,United-States,<=50K
49,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Male,United-States,<=50K
48,Private,HS-grad,Divorced,Other-service,Unmarried,Black,Female,United-States,<=50K
47,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
34,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
27,Private,Assoc-acdm,Never-married,Sales,Not-in-family,White,Male,United-States,<=50K
24,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
24,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Male,United-States,<=50K
25,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
36,Private,Assoc-voc,Divorced,Sales,Unmarried,White,Female,United-States,<=50K
38,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,<=50K
57,Private,5th-6th,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
24,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,>50K
41,State-gov,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,<=50K
56,State-gov,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States,>50K
19,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
44,Private,HS-grad,Never-married,Other-service,Other-relative,Black,Male,United-States,<=50K
34,Private,Assoc-voc,Never-married,Craft-repair,Not-in-family,White,Female,United-States,<=50K
25,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,United-States,<=50K
27,State-gov,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,<=50K
22,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
59,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
34,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
30,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,>50K
21,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
24,Private,Some-college,Never-married,Handlers-cleaners,Other-relative,White,Male,Italy,<=50K
35,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
32,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
45,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,United-States,<=50K
30,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,United-States,<=50K
28,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
28,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Wife,White,Female,United-States,<=50K
29,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
60,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,Columbia,<=50K
28,Private,Assoc-voc,Never-married,Sales,Not-in-family,White,Female,United-States,<=50K
38,Federal-gov,Some-college,Divorced,Exec-managerial,Not-in-family,Black,Female,United-States,<=50K
31,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
28,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,United-States,>50K
42,Private,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,United-States,<=50K
40,Local-gov,9th,Married-civ-spouse,Other-service,Wife,White,Female,Yugoslavia,>50K
24,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,United-States,<=50K
37,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
36,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
39,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
22,Private,9th,Married-spouse-absent,Other-service,Other-relative,White,Male,Mexico,<=50K
46,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
28,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
34,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,United-States,<=50K
42,Private,Some-college,Divorced,Sales,Unmarried,White,Female,United-States,<=50K
43,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
35,Private,HS-grad,Never-married,Sales,Own-child,White,Female,United-States,<=50K
60,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
33,Private,Some-college,Never-married,Craft-repair,Not-in-family,Black,Male,United-States,>50K
22,Private,HS-grad,Married-civ-spouse,Transport-moving,Other-relative,White,Male,United-States,<=50K
39,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
33,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,United-States,>50K
39,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
37,Self-emp-not-inc,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
63,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,>50K
46,State-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
48,Private,HS-grad,Separated,Machine-op-inspct,Unmarried,Black,Female,United-States,<=50K
33,Private,HS-grad,Never-married,Adm-clerical,Own-child,Black,Female,United-States,<=50K
65,Private,Some-college,Widowed,Prof-specialty,Not-in-family,White,Female,Hungary,<=50K
39,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,United-States,>50K
43,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,Black,Female,United-States,>50K
28,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
50,Self-emp-not-inc,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,>50K
24,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
48,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,United-States,<=50K
35,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,United-States,<=50K
62,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
42,Self-emp-not-inc,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
60,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
50,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
40,Private,Prof-school,Never-married,Exec-managerial,Not-in-family,White,Female,Cuba,<=50K
39,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
43,Local-gov,HS-grad,Divorced,Protective-serv,Unmarried,White,Female,United-States,<=50K
35,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
39,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
30,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,>50K
32,Private,Some-college,Married-civ-spouse,Sales,Husband,Black,Male,United-States,<=50K
18,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,<=50K
37,Private,Assoc-acdm,Never-married,Sales,Unmarried,Black,Female,United-States,<=50K
26,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
51,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
33,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
46,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
40,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
34,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
29,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
47,Self-emp-not-inc,Some-college,Widowed,Other-service,Unmarried,White,Female,United-States,<=50K
45,Private,HS-grad,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,United-States,<=50K
53,Private,HS-grad,Separated,Craft-repair,Not-in-family,White,Male,United-States,<=50K
52,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,Philippines,<=50K
64,Private,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,>50K
42,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,>50K
44,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,>50K
41,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
53,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
25,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,United-States,<=50K
20,Private,11th,Separated,Other-service,Own-child,White,Female,United-States,<=50K
29,Private,Assoc-voc,Never-married,Priv-house-serv,Own-child,White,Female,United-States,<=50K
56,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
45,Private,Doctorate,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,>50K
56,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,United-States,<=50K
38,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
62,Private,HS-grad,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,Philippines,<=50K
28,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
31,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
24,Private,Bachelors,Never-married,Sales,Own-child,White,Male,United-States,<=50K
65,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,<=50K
40,Private,HS-grad,Separated,Handlers-cleaners,Not-in-family,Black,Male,United-States,<=50K
31,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
35,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,United-States,<=50K
42,Federal-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,South,>50K
20,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,United-States,<=50K
30,Local-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
25,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,United-States,<=50K
22,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
31,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,<=50K
56,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,Black,Male,United-States,>50K
51,Private,HS-grad,Divorced,Other-service,Other-relative,Black,Male,Haiti,<=50K
36,Self-emp-not-inc,10th,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
44,State-gov,Some-college,Divorced,Adm-clerical,Not-in-family,Black,Female,United-States,<=50K
49,Private,Masters,Divorced,Exec-managerial,Unmarried,White,Male,United-States,>50K
28,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
57,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
33,Self-emp-not-inc,Some-college,Never-married,Sales,Not-in-family,White,Male,United-States,<=50K
49,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,>50K
74,State-gov,Doctorate,Never-married,Prof-specialty,Other-relative,White,Female,United-States,>50K
48,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
38,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
39,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,United-States,<=50K
46,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
56,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
27,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
17,Private,11th,Never-married,Priv-house-serv,Own-child,White,Female,United-States,<=50K
28,Private,9th,Divorced,Prof-specialty,Not-in-family,Black,Female,United-States,<=50K
42,Private,Masters,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
39,Private,Some-college,Separated,Adm-clerical,Unmarried,Black,Female,United-States,<=50K
29,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
21,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,United-States,<=50K
36,Private,Some-college,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,United-States,<=50K
56,Private,10th,Widowed,Machine-op-inspct,Unmarried,Black,Female,United-States,<=50K
49,Private,5th-6th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
47,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
44,Private,Some-college,Separated,Adm-clerical,Unmarried,White,Female,United-States,<=50K
40,Private,1st-4th,Never-married,Other-service,Not-in-family,White,Male,El-Salvador,<=50K
43,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
62,Private,12th,Married-civ-spouse,Farming-fishing,Husband,White,Male,Germany,<=50K
52,Private,Prof-school,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,>50K
25,Private,HS-grad,Never-married,Other-service,Unmarried,Black,Female,United-States,<=50K
63,Self-emp-inc,Masters,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,>50K
51,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,South,<=50K
25,Private,HS-grad,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,United-States,<=50K
27,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,United-States,<=50K
48,Federal-gov,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,<=50K
32,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
36,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
30,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,United-States,<=50K
45,State-gov,Masters,Divorced,Exec-managerial,Unmarried,White,Female,United-States,<=50K
27,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
41,Private,Bachelors,Divorced,Other-service,Not-in-family,White,Male,United-States,<=50K
61,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,United-States,<=50K
70,Self-emp-inc,Bachelors,Divorced,Exec-managerial,Unmarried,White,Female,United-States,<=50K
55,Private,11th,Never-married,Machine-op-inspct,Not-in-family,Black,Female,United-States,<=50K
35,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Female,United-States,<=50K
36,Private,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,<=50K
29,Private,Some-college,Never-married,Tech-support,Own-child,White,Male,United-States,<=50K
30,Private,Bachelors,Married-civ-spouse,Other-service,Wife,White,Female,United-States,<=50K
39,Federal-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,United-States,<=50K
18,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
28,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,United-States,<=50K
27,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
38,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States,<=50K
33,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
25,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,>50K
38,Private,11th,Never-married,Other-service,Own-child,Black,Female,United-States,<=50K
23,Private,Some-college,Never-married,Farming-fishing,Unmarried,White,Male,United-States,<=50K
40,Private,Assoc-voc,Divorced,Prof-specialty,Unmarried,White,Male,United-States,<=50K
20,Private,Some-college,Never-married,Sales,Own-child,White,Female,United-States,<=50K
41,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
44,Private,Some-college,Separated,Adm-clerical,Unmarried,White,Female,United-States,<=50K
49,Self-emp-inc,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,>50K
22,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,Black,Female,United-States,<=50K
26,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
47,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
48,Private,HS-grad,Widowed,Other-service,Unmarried,White,Female,United-States,<=50K
28,Self-emp-inc,HS-grad,Never-married,Exec-managerial,Own-child,White,Male,United-States,<=50K
37,Federal-gov,Some-college,Separated,Exec-managerial,Not-in-family,White,Male,United-States,>50K
44,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
53,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,>50K
36,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
77,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,United-States,<=50K
21,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
24,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,United-States,<=50K
30,Private,Assoc-acdm,Never-married,Tech-support,Not-in-family,White,Female,United-States,<=50K
51,Local-gov,Assoc-voc,Divorced,Adm-clerical,Unmarried,White,Female,United-States,<=50K
22,Private,Some-college,Divorced,Sales,Own-child,Asian-Pac-Islander,Female,Philippines,<=50K
23,Private,Some-college,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,United-States,<=50K
47,Private,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
17,Private,12th,Never-married,Sales,Own-child,White,Male,United-States,<=50K
48,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Male,Mexico,>50K
43,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
34,Private,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,Guatemala,<=50K
19,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
42,State-gov,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
23,Private,Bachelors,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,United-States,<=50K
61,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
63,Private,11th,Married-civ-spouse,Other-service,Husband,White,Male,United-States,<=50K
65,Private,HS-grad,Widowed,Sales,Unmarried,White,Female,United-States,<=50K
37,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,>50K
41,Local-gov,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,>50K
21,Private,HS-grad,Divorced,Sales,Other-relative,White,Female,United-States,<=50K
48,Local-gov,Bachelors,Never-married,Adm-clerical,Unmarried,White,Female,United-States,<=50K
51,State-gov,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
43,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
56,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
47,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
26,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Male,United-States,<=50K
39,Private,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,United-States,<=50K
45,Self-emp-not-inc,Some-college,Never-married,Farming-fishing,Own-child,White,Male,United-States,<=50K
49,Private,HS-grad,Divorced,Other-service,Unmarried,White,Male,Columbia,<=50K
23,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States,<=50K
69,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,<=50K
41,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
40,Self-emp-not-inc,HS-grad,Separated,Exec-managerial,Other-relative,White,Male,United-States,<=50K
25,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States,<=50K
52,Private,HS-grad,Never-married,Handlers-cleaners,Unmarried,White,Male,United-States,<=50K
28,Private,Some-college,Never-married,Prof-specialty,Not-in-family,Black,Female,United-States,<=50K
50,Federal-gov,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
21,Private,Assoc-voc,Never-married,Tech-support,Own-child,White,Female,United-States,<=50K
48,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
27,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
63,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
47,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
37,Self-emp-not-inc,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,>50K
58,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
41,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
67,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
62,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,United-States,<=50K
28,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,>50K
26,Private,12th,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,<=50K
46,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
29,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
39,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,Philippines,>50K
25,Private,Masters,Never-married,Prof-specialty,Own-child,White,Female,United-States,<=50K
20,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,United-States,<=50K
21,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,United-States,<=50K
25,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
44,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
37,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,United-States,<=50K
50,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,Philippines,>50K
29,Private,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,United-States,<=50K
18,Private,Some-college,Never-married,Sales,Own-child,Black,Female,United-States,<=50K
32,Private,Bachelors,Never-married,Exec-managerial,Unmarried,White,Female,United-States,<=50K
58,Private,Assoc-voc,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
29,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,United-States,<=50K
58,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
29,State-gov,Some-college,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
36,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,>50K
21,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,United-States,<=50K
49,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,United-States,<=50K
60,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
39,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
50,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
30,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,United-States,<=50K
64,Local-gov,HS-grad,Divorced,Transport-moving,Unmarried,White,Male,United-States,<=50K
29,Self-emp-inc,Assoc-acdm,Never-married,Prof-specialty,Other-relative,Black,Female,United-States,<=50K
40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
42,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
55,Private,HS-grad,Widowed,Sales,Unmarried,White,Female,United-States,<=50K
43,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,United-States,<=50K
28,Private,12th,Never-married,Sales,Not-in-family,Black,Male,United-States,<=50K
46,State-gov,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,>50K
34,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,White,Male,United-States,<=50K
47,Private,Masters,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,>50K
43,Self-emp-not-inc,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
24,Private,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,United-States,<=50K
21,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,Mexico,<=50K
65,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,England,>50K
20,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,United-States,<=50K
