age,c_charge_degree,race,sex,priors_count,decile_score
41,F,African-American,Male,7,Low
34,F,Caucasian,Male,5,High
28,F,Caucasian,Female,0,High
23,F,Caucasian,Male,2,High
37,M,Hispanic,Female,0,Low
35,M,Hispanic,Male,5,Low
21,F,Caucasian,Male,1,High
22,M,African-American,Female,2,High
29,F,African-American,Male,6,High
30,M,African-American,Female,0,Low
45,M,Caucasian,Male,3,Low
24,F,African-American,Female,2,Low
31,F,Caucasian,Male,4,High
56,M,Caucasian,Male,0,Low
24,F,African-American,Male,14,High
38,F,African-American,Male,11,High
51,F,African-American,Male,22,High
22,F,Caucasian,Male,0,Low
28,M,African-American,Male,5,High
47,F,African-American,Male,19,High
51,M,African-American,Male,0,Low
25,M,Caucasian,Male,1,Low
53,F,Hispanic,Male,1,Low
30,F,African-American,Male,0,Low
33,F,Caucasian,Male,0,High
35,F,African-American,Male,5,Low
33,F,African-American,Female,0,Low
59,M,Other,Male,1,Low
33,F,Caucasian,Female,1,High
27,F,African-American,Male,2,High
29,F,African-American,Female,9,High
24,F,African-American,Male,3,High
43,F,African-American,Male,5,High
37,M,African-American,Male,11,High
53,F,African-American,Male,13,High
26,F,African-American,Male,4,High
30,M,Caucasian,Female,1,Low
27,F,African-American,Male,6,High
39,F,Caucasian,Male,9,Low
37,M,Caucasian,Male,4,Low
22,M,Caucasian,Male,3,High
25,F,Caucasian,Male,0,High
26,F,Hispanic,Male,1,Low
28,M,Caucasian,Female,0,High
25,M,African-American,Male,0,Low
58,F,Caucasian,Male,1,Low
29,M,Caucasian,Female,1,Low
33,F,African-American,Male,8,Low
38,F,African-American,Male,0,Low
38,F,Caucasian,Male,2,Low
59,F,African-American,Male,22,High
29,M,Other,Male,4,Low
53,M,Caucasian,Male,0,Low
33,F,African-American,Male,2,High
58,M,Caucasian,Male,1,Low
53,F,Caucasian,Male,2,Low
32,M,Caucasian,Male,0,High
35,F,African-American,Male,6,High
39,F,Caucasian,Male,1,Low
36,M,Hispanic,Male,1,High
42,M,Caucasian,Female,5,Low
37,M,African-American,Male,0,Low
39,F,Caucasian,Male,0,Low
52,M,Caucasian,Female,3,Low
60,M,Other,Male,1,Low
37,M,Hispanic,Male,2,Low
42,F,Caucasian,Male,4,Low
23,F,African-American,Male,6,High
42,M,African-American,Female,0,Low
28,F,African-American,Male,5,Low
38,F,Caucasian,Male,12,Low
43,F,African-American,Female,2,Low
42,F,African-American,Male,0,Low
25,M,Caucasian,Female,0,Low
32,F,African-American,Male,7,High
21,F,African-American,Male,0,High
35,M,Caucasian,Female,1,Low
37,F,Caucasian,Male,0,Low
33,F,African-American,Female,2,Low
51,F,Caucasian,Female,4,Low
39,F,Caucasian,Male,3,Low
35,M,Hispanic,Male,5,High
40,F,African-American,Male,3,High
32,F,African-American,Male,17,High
32,F,Caucasian,Male,3,High
37,M,Other,Male,0,Low
32,F,African-American,Male,10,High
47,M,Caucasian,Male,5,Low
23,M,Caucasian,Female,0,High
63,F,Caucasian,Male,10,Low
38,F,African-American,Male,16,High
32,M,African-American,Male,6,Low
31,F,African-American,Male,4,High
23,F,African-American,Male,0,Low
38,M,Hispanic,Male,1,Low
47,M,Caucasian,Female,0,Low
33,F,Caucasian,Male,1,High
22,F,Caucasian,Male,1,Low
40,M,Caucasian,Male,0,Low
36,F,African-American,Male,14,High
65,M,Caucasian,Female,0,Low
22,M,African-American,Female,0,Low
34,M,Hispanic,Male,0,Low
38,F,Hispanic,Female,0,Low
26,F,Caucasian,Female,4,Low
20,M,Hispanic,Male,0,Low
49,F,Hispanic,Male,0,Low
52,F,Caucasian,Male,2,High
25,M,Other,Male,2,Low
34,F,African-American,Male,5,Low
33,M,African-American,Male,1,Low
21,F,African-American,Male,1,High
46,F,African-American,Male,9,Low
57,M,Caucasian,Male,1,Low
22,F,African-American,Male,2,Low
48,M,Caucasian,Female,1,Low
40,F,African-American,Male,21,Low
30,F,African-American,Female,1,Low
21,M,Caucasian,Male,4,High
39,F,African-American,Female,22,High
33,M,Caucasian,Female,0,High
24,F,African-American,Male,0,Low
43,F,African-American,Male,0,Low
45,M,Caucasian,Female,0,Low
51,F,African-American,Male,3,Low
31,M,African-American,Male,9,High
27,M,Caucasian,Male,0,Low
32,F,African-American,Male,1,Low
49,M,Caucasian,Male,0,Low
29,F,African-American,Male,2,Low
23,F,African-American,Male,2,High
30,M,Asian,Male,6,Low
30,M,Caucasian,Male,0,Low
34,F,African-American,Male,13,Low
33,F,African-American,Male,4,High
28,M,African-American,Male,1,Low
29,F,African-American,Male,1,High
38,M,Caucasian,Male,0,Low
37,F,Caucasian,Male,0,Low
33,M,Caucasian,Female,0,Low
30,F,Hispanic,Male,0,Low
51,F,African-American,Male,19,High
65,M,African-American,Male,7,Low
32,M,African-American,Female,1,Low
38,F,Caucasian,Male,5,High
35,F,African-American,Male,1,Low
57,F,Caucasian,Male,1,Low
26,F,Caucasian,Male,1,Low
36,M,African-American,Female,4,High
33,F,Hispanic,Female,2,Low
35,F,Caucasian,Male,3,Low
33,F,African-American,Male,0,Low
47,M,Caucasian,Male,0,Low
53,M,Hispanic,Female,0,Low
35,M,Caucasian,Male,1,Low
36,F,African-American,Female,1,Low
25,M,Caucasian,Female,0,Low
52,F,Hispanic,Male,10,High
51,F,Caucasian,Male,6,Low
24,F,African-American,Male,8,High
32,F,Caucasian,Male,0,Low
43,F,African-American,Male,8,High
45,M,African-American,Male,20,High
42,M,African-American,Male,10,Low
22,F,African-American,Male,1,High
49,F,African-American,Male,4,Low
42,F,African-American,Male,0,Low
40,M,Caucasian,Male,0,High
25,F,African-American,Male,2,High
25,M,Caucasian,Male,0,Low
23,F,African-American,Male,0,Low
21,F,Caucasian,Male,2,High
31,M,Caucasian,Male,3,Low
28,M,African-American,Female,0,Low
24,F,African-American,Male,11,High
45,F,Caucasian,Male,0,Low
23,M,African-American,Male,2,Low
39,F,African-American,Male,7,High
24,F,African-American,Male,1,Low
46,F,Caucasian,Male,1,Low
47,F,Caucasian,Male,3,Low
22,M,African-American,Male,1,Low
34,M,Caucasian,Female,0,Low
33,M,Caucasian,Male,0,Low
29,F,African-American,Male,16,High
34,M,Hispanic,Male,3,Low
29,M,African-American,Male,0,High
25,M,Caucasian,Female,2,Low
34,F,Caucasian,Male,16,High
55,F,African-American,Female,1,Low
27,F,African-American,Male,0,Low
26,M,African-American,Male,0,Low
39,F,African-American,Male,19,High
24,F,African-American,Male,1,High
29,M,Caucasian,Male,0,Low
50,F,African-American,Male,13,Low
25,F,Hispanic,Male,2,Low
31,F,African-American,Male,4,Low
31,M,Other,Male,0,Low
26,F,Caucasian,Male,2,High
54,F,Caucasian,Male,2,Low
33,F,African-American,Male,14,High
22,M,African-American,Male,0,Low
35,F,African-American,Male,8,High
30,F,Other,Female,4,High
25,F,African-American,Male,0,Low
25,F,African-American,Male,0,Low
44,F,African-American,Male,0,Low
29,F,Caucasian,Female,2,High
46,F,Caucasian,Male,2,Low
53,M,Caucasian,Male,0,Low
24,F,African-American,Male,2,High
52,F,African-American,Female,2,Low
27,M,African-American,Male,0,Low
41,F,Caucasian,Male,0,Low
21,F,African-American,Female,0,Low
24,F,Caucasian,Male,1,Low
23,M,Caucasian,Male,0,Low
42,F,African-American,Male,0,Low
24,F,African-American,Male,5,High
26,F,African-American,Male,4,High
50,F,Caucasian,Male,9,Low
32,M,African-American,Female,3,High
40,F,African-American,Male,13,High
27,F,African-American,Male,2,Low
23,F,Caucasian,Male,0,High
37,M,African-American,Male,22,High
32,M,African-American,Male,1,Low
52,M,Caucasian,Male,4,Low
29,F,Caucasian,Male,2,Low
49,M,African-American,Male,0,Low
50,F,Caucasian,Male,0,Low
26,F,Caucasian,Male,2,Low
34,F,Caucasian,Female,0,High
28,F,Caucasian,Female,1,High
30,F,African-American,Male,0,Low
24,F,African-American,Male,3,Low
25,M,African-American,Male,0,Low
25,M,African-American,Male,4,Low
45,F,Caucasian,Male,2,Low
26,F,Caucasian,Male,1,High
37,F,Other,Male,2,Low
24,M,Hispanic,Male,0,Low
40,M,Caucasian,Male,2,Low
33,F,Hispanic,Female,0,Low
53,F,Hispanic,Male,18,Low
55,M,Hispanic,Male,0,Low
30,F,Other,Male,6,High
21,F,African-American,Male,1,High
55,M,Caucasian,Male,0,Low
22,F,Caucasian,Male,1,Low
23,F,African-American,Female,1,Low
57,F,Caucasian,Male,9,Low
33,M,Caucasian,Male,0,Low
32,F,Caucasian,Male,2,Low
47,F,Caucasian,Male,3,Low
51,M,Caucasian,Male,6,Low
22,F,African-American,Male,1,High
47,F,Caucasian,Male,2,Low
28,F,Caucasian,Male,1,Low
28,F,African-American,Male,5,High
44,M,Caucasian,Female,1,Low
25,F,African-American,Male,0,Low
34,M,African-American,Male,4,Low
65,M,Caucasian,Male,0,Low
33,F,Caucasian,Male,5,High
23,M,Caucasian,Female,0,Low
44,M,Caucasian,Female,0,Low
24,M,African-American,Male,1,Low
51,M,Caucasian,Male,1,Low
21,F,African-American,Female,0,High
39,F,Caucasian,Male,6,High
29,F,African-American,Male,29,High
24,F,Caucasian,Male,1,High
23,F,African-American,Female,0,Low
31,F,African-American,Male,11,High
35,M,African-American,Female,0,Low
30,F,Other,Male,0,Low
39,F,African-American,Female,4,High
51,M,Caucasian,Male,0,Low
22,F,Caucasian,Male,1,High
29,F,Caucasian,Male,2,Low
32,F,Caucasian,Male,6,Low
33,M,Caucasian,Male,3,Low
58,F,Caucasian,Male,5,Low
54,F,Other,Male,0,Low
33,F,African-American,Male,2,High
48,F,African-American,Male,10,Low
23,M,African-American,Male,0,High
23,F,Caucasian,Male,2,High
47,M,Asian,Male,1,Low
21,F,Other,Male,0,Low
29,M,African-American,Male,0,High
48,F,Caucasian,Male,2,Low
37,M,Caucasian,Male,4,Low
50,F,Caucasian,Male,3,Low
19,F,African-American,Male,3,High
49,F,African-American,Male,13,Low
58,F,Caucasian,Male,2,Low
31,F,African-American,Male,6,High
23,M,African-American,Male,1,High
23,F,African-American,Female,0,Low
31,F,Caucasian,Male,17,High
33,F,Other,Male,0,Low
57,F,Caucasian,Male,6,Low
31,M,Caucasian,Female,0,Low
57,F,African-American,Male,19,High
57,M,Caucasian,Male,12,Low
29,M,African-American,Male,6,High
30,M,African-American,Male,0,Low
45,F,African-American,Male,11,Low
42,F,Caucasian,Male,0,Low
48,F,Other,Male,7,Low
29,F,African-American,Male,12,High
28,F,Caucasian,Female,0,Low
25,M,African-American,Male,1,Low
34,M,Caucasian,Female,3,Low
27,F,African-American,Male,0,Low
39,F,African-American,Male,4,Low
27,F,African-American,Male,4,Low
30,F,Caucasian,Male,7,High
31,M,African-American,Male,15,High
20,M,African-American,Male,1,High
26,F,Caucasian,Male,2,High
34,F,Caucasian,Male,0,Low
27,M,Caucasian,Male,0,Low
29,F,African-American,Male,4,Low
27,F,African-American,Male,7,High
24,F,Caucasian,Female,0,High
29,F,African-American,Male,0,Low
20,F,Caucasian,Male,0,Low
23,F,Caucasian,Female,0,Low
48,M,African-American,Female,0,Low
34,M,African-American,Male,0,Low
46,M,African-American,Male,1,High
41,F,Caucasian,Female,3,Low
26,F,African-American,Male,3,High
37,F,African-American,Male,11,High
22,F,Caucasian,Female,2,Low
32,F,African-American,Male,7,Low
44,M,African-American,Male,0,Low
60,M,African-American,Male,3,Low
49,F,Caucasian,Male,0,Low
30,M,African-American,Male,10,Low
52,F,Caucasian,Male,0,Low
34,F,African-American,Male,0,High
55,F,African-American,Male,5,Low
33,M,African-American,Male,0,High
22,F,African-American,Male,0,High
27,M,African-American,Female,0,Low
20,F,African-American,Male,0,Low
33,F,Caucasian,Male,0,Low
26,M,African-American,Male,0,Low
29,M,African-American,Male,0,Low
32,M,African-American,Male,1,Low
37,M,Caucasian,Male,4,Low
31,F,African-American,Male,15,High
29,F,African-American,Male,6,High
31,F,African-American,Male,6,Low
36,F,Caucasian,Female,2,Low
37,F,African-American,Female,1,Low
34,M,Caucasian,Male,5,Low
20,M,Caucasian,Male,1,Low
24,F,Caucasian,Male,8,High
29,M,African-American,Male,8,High
45,F,African-American,Female,1,Low
34,F,Caucasian,Male,2,High
70,M,African-American,Male,0,Low
23,F,African-American,Male,4,High
27,M,Caucasian,Male,5,Low
44,F,Caucasian,Male,6,High
26,M,African-American,Male,0,Low
23,M,Caucasian,Female,2,High
27,F,African-American,Male,3,High
46,F,Caucasian,Female,1,Low
27,F,African-American,Female,1,Low
45,F,Caucasian,Male,7,Low
42,M,African-American,Male,1,Low
24,M,Caucasian,Female,3,Low
20,F,African-American,Male,2,High
49,F,Caucasian,Male,3,Low
29,F,Hispanic,Male,0,Low
52,F,Caucasian,Female,1,Low
37,M,Hispanic,Male,4,Low
26,M,African-American,Male,1,Low
53,F,African-American,Male,15,Low
47,F,Hispanic,Male,1,Low
38,M,African-American,Male,0,High
25,F,African-American,Male,1,High
21,F,African-American,Male,1,High
48,M,African-American,Male,0,Low
24,F,Other,Female,0,Low
22,F,African-American,Male,0,Low
38,M,Caucasian,Male,2,Low
23,F,Other,Male,0,Low
54,M,Other,Male,2,Low
24,F,Hispanic,Male,1,Low
44,M,Caucasian,Female,0,Low
64,M,Caucasian,Male,0,Low
38,M,Caucasian,Male,5,Low
45,M,Other,Female,0,Low
49,F,African-American,Male,1,Low
33,M,Asian,Male,0,Low
44,F,Hispanic,Male,2,Low
51,F,African-American,Male,3,Low
50,F,African-American,Male,0,Low
33,M,Caucasian,Male,2,Low
54,M,Caucasian,Female,0,Low
28,F,Hispanic,Male,3,Low
42,M,African-American,Male,17,High
34,F,Caucasian,Male,3,Low
38,F,Caucasian,Male,2,Low
21,F,African-American,Male,1,High
33,F,African-American,Male,5,Low
32,M,African-American,Male,9,High
45,M,Caucasian,Male,1,Low
30,F,Caucasian,Male,1,High
29,F,African-American,Female,0,High
51,M,Caucasian,Female,0,Low
28,F,African-American,Female,0,Low
27,F,Caucasian,Male,1,Low
28,F,Hispanic,Male,16,High
30,F,African-American,Female,0,Low
32,M,African-American,Male,0,High
27,F,Caucasian,Male,5,Low
21,F,Hispanic,Male,1,Low
21,F,African-American,Male,0,Low
34,F,Caucasian,Female,0,Low
24,F,African-American,Male,7,High
32,M,Caucasian,Male,0,Low
38,F,Caucasian,Female,5,High
56,M,African-American,Male,3,Low
44,M,African-American,Female,0,Low
31,M,African-American,Male,1,Low
25,F,Caucasian,Female,6,High
20,M,African-American,Female,0,Low
35,M,African-American,Male,1,Low
33,F,African-American,Male,1,Low
24,M,African-American,Male,0,Low
40,M,Hispanic,Female,2,Low
27,F,African-American,Male,9,High
38,F,African-American,Male,9,Low
20,F,Caucasian,Male,0,High
30,F,African-American,Male,9,Low
36,F,Caucasian,Male,9,High
23,M,African-American,Male,2,High
39,F,African-American,Male,21,High
29,F,Caucasian,Male,3,High
58,M,Caucasian,Male,2,Low
23,F,Hispanic,Male,2,High
23,M,Caucasian,Male,3,High
68,F,African-American,Female,5,Low
26,M,Caucasian,Female,2,Low
51,F,African-American,Male,0,Low
25,M,African-American,Male,0,Low
40,F,African-American,Male,5,High
51,F,African-American,Male,14,Low
27,M,African-American,Male,2,Low
49,M,African-American,Male,11,Low
36,M,Other,Male,0,Low
20,F,African-American,Male,0,Low
21,F,African-American,Male,2,High
31,F,African-American,Female,0,Low
57,M,African-American,Male,0,Low
61,F,Caucasian,Female,8,Low
35,F,Hispanic,Male,3,Low
54,F,African-American,Male,3,High
39,F,Caucasian,Male,0,Low
24,F,African-American,Male,1,High
29,F,Hispanic,Female,0,Low
48,F,African-American,Male,8,High
30,M,African-American,Male,6,High
26,F,African-American,Male,10,High
37,F,African-American,Male,12,High
26,F,African-American,Male,4,High
29,M,African-American,Male,7,High
26,M,African-American,Male,1,High
60,F,African-American,Male,2,Low
27,F,Caucasian,Male,2,High
22,F,Caucasian,Male,1,High
28,F,African-American,Male,3,High
33,F,African-American,Male,13,High
28,F,African-American,Male,2,Low
55,M,Caucasian,Male,0,Low
21,F,African-American,Male,6,High
28,F,Hispanic,Male,2,Low
22,M,Hispanic,Female,0,Low
29,F,Caucasian,Female,6,High
24,M,African-American,Male,2,High
50,F,African-American,Male,12,Low
24,M,African-American,Male,1,High
47,F,African-American,Male,1,Low
54,F,Caucasian,Male,6,Low
42,M,Caucasian,Female,0,Low
35,F,Caucasian,Male,5,Low
30,F,African-American,Male,0,Low
53,F,Caucasian,Male,1,Low
31,M,African-American,Female,2,Low
31,F,African-American,Male,0,Low
23,F,Other,Male,4,High
47,F,African-American,Male,9,Low
24,M,African-American,Male,9,High
22,F,African-American,Female,2,High
45,M,Hispanic,Male,1,Low
30,F,African-American,Female,2,Low
30,M,Other,Male,5,High
43,M,Caucasian,Female,22,High
50,M,African-American,Male,0,Low
24,F,Other,Female,2,Low
42,F,Caucasian,Female,3,Low
29,F,Caucasian,Female,1,High
31,M,Hispanic,Male,0,Low
25,F,African-American,Male,5,High
36,F,African-American,Male,4,Low
24,M,African-American,Male,1,Low
28,F,Caucasian,Male,5,Low
31,M,Caucasian,Male,0,Low
23,F,African-American,Male,0,Low
29,M,Caucasian,Male,4,High
51,M,African-American,Male,11,Low
34,F,African-American,Male,1,Low
29,F,African-American,Male,12,Low
39,F,African-American,Male,13,High
36,M,Hispanic,Female,0,Low
59,M,African-American,Male,15,High
23,F,African-American,Male,3,High
31,F,African-American,Male,15,High
53,M,Caucasian,Male,0,Low
34,F,African-American,Male,12,High
63,F,African-American,Female,1,Low
21,F,Other,Male,0,Low
21,F,African-American,Female,0,High
47,F,Caucasian,Male,28,High
34,F,African-American,Male,7,Low
58,F,Caucasian,Male,4,Low
40,F,Hispanic,Female,4,Low
36,F,African-American,Male,16,High
23,M,African-American,Female,0,Low
34,F,African-American,Male,5,Low
56,F,Caucasian,Male,13,Low
52,F,Caucasian,Female,0,Low
56,F,African-American,Male,0,Low
37,M,African-American,Female,0,Low
50,M,Caucasian,Female,0,Low
25,F,African-American,Male,1,Low
22,F,African-American,Male,0,Low
43,M,Caucasian,Female,0,Low
30,M,Caucasian,Male,1,Low
29,F,Asian,Male,0,Low
24,F,Caucasian,Male,0,Low
29,M,African-American,Male,7,High
24,F,Caucasian,Female,0,Low
74,F,African-American,Female,0,Low
27,M,African-American,Male,8,High
37,F,Hispanic,Male,1,Low
29,F,Caucasian,Male,5,Low
35,F,African-American,Female,5,Low
29,M,African-American,Male,1,High
36,F,Caucasian,Male,1,Low
26,F,Caucasian,Male,2,Low
26,F,African-American,Female,1,Low
39,F,Caucasian,Female,11,High
22,F,African-American,Male,3,Low
28,F,Caucasian,Male,0,Low
51,F,Caucasian,Male,1,Low
35,M,Hispanic,Female,0,Low
23,M,African-American,Female,0,Low
29,F,African-American,Male,6,High
20,F,Other,Male,0,Low
24,M,African-American,Male,1,High
23,M,Hispanic,Female,2,Low
33,F,African-American,Female,5,High
21,F,Caucasian,Male,1,Low
59,M,Caucasian,Male,3,Low
26,F,Caucasian,Male,4,Low
38,F,Other,Male,2,Low
28,F,Hispanic,Male,2,High
23,F,Hispanic,Male,2,Low
21,F,African-American,Male,1,Low
52,M,African-American,Male,0,Low
56,F,African-American,Male,12,Low
40,M,Caucasian,Male,1,Low
48,M,Caucasian,Female,8,Low
26,F,African-American,Female,0,Low
66,F,Caucasian,Male,1,Low
54,F,African-American,Female,6,Low
31,M,Caucasian,Male,4,High
34,F,Caucasian,Male,0,Low
25,F,African-American,Male,9,High
47,F,Caucasian,Male,2,Low
51,F,African-American,Male,12,High
25,F,Caucasian,Male,1,Low
25,F,Other,Male,0,Low
31,F,African-American,Female,2,Low
36,F,Caucasian,Male,1,Low
49,M,Caucasian,Male,0,Low
31,F,African-American,Male,0,High
30,F,Caucasian,Male,1,Low
29,F,African-American,Male,3,High
53,F,Caucasian,Female,6,Low
21,F,African-American,Male,1,High
21,F,African-American,Male,0,Low
27,F,African-American,Female,1,Low
65,F,African-American,Female,0,Low
59,M,Caucasian,Female,0,Low
59,M,African-American,Male,0,Low
24,M,African-American,Male,0,High
40,F,African-American,Male,0,Low
51,F,African-American,Male,0,Low
34,F,African-American,Male,10,High
30,F,Hispanic,Male,1,Low
52,F,African-American,Male,1,Low
38,F,African-American,Male,2,Low
22,F,African-American,Female,0,High
43,F,African-American,Male,0,Low
32,F,Caucasian,Male,5,High
55,F,African-American,Male,0,Low
26,F,African-American,Male,2,Low
23,M,Caucasian,Male,1,Low
47,F,Other,Female,0,Low
28,M,Caucasian,Male,1,Low
27,F,Hispanic,Male,0,Low
61,F,Hispanic,Male,2,Low
26,F,African-American,Male,0,Low
28,M,Caucasian,Female,1,Low
43,F,African-American,Male,0,Low
33,M,African-American,Male,21,High
21,M,Caucasian,Male,0,Low
32,M,Caucasian,Female,0,Low
22,F,African-American,Male,1,Low
51,F,African-American,Male,3,Low
20,F,African-American,Male,2,High
35,F,Caucasian,Male,2,Low
37,F,African-American,Female,3,Low
28,M,African-American,Male,0,High
41,M,Caucasian,Male,3,Low
24,M,African-American,Male,0,High
33,M,African-American,Female,3,Low
30,F,Caucasian,Female,4,High
20,F,African-American,Male,1,High
42,F,African-American,Female,1,Low
40,F,African-American,Female,15,High
39,F,African-American,Male,0,Low
21,F,African-American,Male,0,High
39,F,Caucasian,Male,2,Low
24,F,Caucasian,Male,0,Low
41,F,African-American,Male,0,Low
39,F,African-American,Male,1,Low
24,F,African-American,Female,3,High
24,F,African-American,Female,1,Low
29,M,African-American,Male,0,Low
25,M,Caucasian,Male,2,Low
23,F,Caucasian,Female,0,High
22,F,African-American,Male,1,High
26,M,Other,Female,4,High
26,M,African-American,Male,3,High
24,M,African-American,Female,3,High
44,M,African-American,Male,0,Low
36,F,Caucasian,Male,1,Low
39,F,Caucasian,Male,10,High
42,F,Caucasian,Male,0,Low
45,M,Caucasian,Male,1,Low
25,F,African-American,Male,7,High
33,F,Caucasian,Male,0,Low
25,M,Caucasian,Male,0,Low
32,F,African-American,Male,5,Low
23,F,African-American,Male,0,High
39,M,Caucasian,Male,0,Low
27,F,African-American,Male,12,High
35,M,Caucasian,Female,4,High
38,M,African-American,Female,0,Low
30,F,African-American,Male,4,Low
30,F,Caucasian,Male,1,Low
30,M,Caucasian,Female,0,High
26,F,African-American,Male,18,High
31,F,African-American,Male,2,Low
34,F,Other,Male,0,Low
25,M,African-American,Female,0,Low
26,F,Caucasian,Female,1,High
38,F,African-American,Male,2,High
37,M,African-American,Female,0,Low
34,M,Caucasian,Male,3,Low
38,F,Hispanic,Female,0,Low
31,M,African-American,Female,0,High
29,M,Caucasian,Female,0,Low
20,F,Caucasian,Male,1,High
22,F,African-American,Male,0,Low
51,M,Hispanic,Female,0,Low
24,M,African-American,Male,2,Low
47,F,African-American,Male,0,High
36,F,African-American,Female,1,Low
21,M,African-American,Male,1,Low
25,M,African-American,Male,3,High
23,F,African-American,Male,5,High
23,M,Other,Male,0,Low
24,M,Caucasian,Female,0,High
35,F,Caucasian,Male,2,Low
23,M,Hispanic,Female,0,Low
19,M,African-American,Female,0,Low
32,F,Caucasian,Male,0,Low
39,M,Caucasian,Female,0,Low
30,F,African-American,Male,12,High
33,F,African-American,Male,2,High
36,M,Caucasian,Female,0,Low
29,F,African-American,Male,8,High
40,F,Caucasian,Female,0,Low
53,F,African-American,Male,4,High
28,M,Caucasian,Female,0,Low
38,M,Hispanic,Male,2,Low
27,F,African-American,Male,9,High
55,F,Caucasian,Male,0,Low
22,M,African-American,Male,1,High
34,F,African-American,Female,1,Low
55,M,Caucasian,Male,1,Low
24,F,Hispanic,Male,2,High
47,M,African-American,Female,21,High
41,M,Other,Male,0,Low
41,F,Hispanic,Male,0,Low
61,F,African-American,Male,12,Low
57,F,African-American,Male,3,Low
38,M,Caucasian,Female,2,Low
25,F,Caucasian,Male,13,Low
23,F,African-American,Male,0,Low
23,F,Caucasian,Male,3,Low
20,F,African-American,Male,0,Low
44,F,Caucasian,Male,1,High
38,M,Caucasian,Female,1,Low
56,F,African-American,Male,5,Low
43,F,Caucasian,Male,2,Low
22,F,African-American,Male,0,Low
32,F,Other,Male,0,Low
29,F,African-American,Male,0,High
22,F,African-American,Male,1,High
23,F,African-American,Male,3,High
24,F,Caucasian,Male,1,Low
45,M,Other,Male,0,Low
21,F,African-American,Male,2,High
29,M,African-American,Female,0,Low
51,M,Caucasian,Female,0,Low
36,M,Hispanic,Male,2,Low
25,F,African-American,Male,1,Low
46,F,Hispanic,Male,13,Low
62,F,African-American,Male,22,High
25,F,African-American,Male,0,Low
27,F,Caucasian,Male,2,Low
22,F,Caucasian,Female,3,High
37,F,Hispanic,Male,1,Low
21,F,Caucasian,Male,0,Low
39,F,Caucasian,Female,2,Low
43,F,African-American,Male,8,Low
22,M,African-American,Male,0,High
28,F,African-American,Female,4,High
43,F,Caucasian,Male,0,High
27,F,Caucasian,Male,7,High
27,F,Other,Male,0,Low
31,F,Caucasian,Male,1,Low
28,M,African-American,Female,0,Low
58,M,Caucasian,Male,3,Low
22,F,Caucasian,Male,0,Low
31,F,African-American,Male,5,Low
33,F,African-American,Male,0,Low
26,M,African-American,Male,6,High
23,M,African-American,Female,1,Low
32,F,Caucasian,Male,11,High
22,F,Caucasian,Male,0,High
35,F,African-American,Female,2,Low
47,F,Caucasian,Male,1,High
35,F,Hispanic,Male,2,Low
29,F,African-American,Male,17,High
54,M,Caucasian,Female,1,Low
29,F,Caucasian,Male,0,High
28,M,Other,Female,0,Low
51,F,African-American,Male,17,High
36,M,African-American,Female,0,High
35,M,Caucasian,Male,3,Low
20,F,African-American,Male,1,Low
25,F,African-American,Male,0,Low
29,M,African-American,Male,2,Low
31,F,Hispanic,Male,0,High
39,M,Caucasian,Male,0,Low
30,F,African-American,Male,1,Low
23,F,African-American,Female,0,High
23,F,African-American,Female,1,Low
37,M,Hispanic,Female,0,Low
30,F,African-American,Male,21,High
33,F,African-American,Male,18,High
20,M,Hispanic,Male,0,Low
30,F,African-American,Male,9,High
23,F,African-American,Male,1,High
27,F,African-American,Female,0,Low
38,M,African-American,Male,10,High
42,F,African-American,Male,1,Low
31,F,African-American,Male,0,Low
23,F,African-American,Male,2,High
31,F,Caucasian,Male,1,Low
43,M,African-American,Male,1,Low
39,F,Caucasian,Male,0,Low
31,M,African-American,Male,0,Low
22,F,Caucasian,Male,3,High
33,F,African-American,Female,0,Low
23,F,African-American,Male,1,High
29,F,Caucasian,Female,0,Low
62,F,Caucasian,Male,2,Low
56,F,African-American,Female,1,Low
24,F,African-American,Female,4,Low
44,M,Caucasian,Female,0,Low
22,F,African-American,Male,2,High
28,F,African-American,Female,4,Low
30,F,African-American,Male,0,Low
32,M,Caucasian,Male,1,Low
51,F,Caucasian,Male,3,High
21,F,African-American,Male,0,Low
21,F,African-American,Male,2,High
27,F,African-American,Male,3,High
28,F,Hispanic,Male,0,Low
31,F,African-American,Female,0,Low
33,M,African-American,Male,0,High
49,F,Caucasian,Female,2,Low
41,F,Other,Female,2,Low
20,M,Caucasian,Male,0,Low
31,F,African-American,Male,10,High
25,F,African-American,Male,5,Low
23,F,African-American,Male,4,High
26,M,Caucasian,Male,0,Low
45,F,Asian,Female,6,Low
28,M,Caucasian,Male,1,Low
28,F,African-American,Female,13,High
39,F,Caucasian,Male,0,Low
59,F,Hispanic,Male,1,Low
52,M,African-American,Male,4,Low
36,M,Hispanic,Male,1,Low
30,F,African-American,Male,2,Low
21,M,African-American,Female,0,Low
25,M,African-American,Male,2,Low
22,F,African-American,Male,0,Low
61,M,African-American,Male,20,Low
24,F,Caucasian,Male,2,High
26,F,Caucasian,Female,2,High
34,F,African-American,Female,6,Low
45,M,African-American,Male,12,High
54,F,African-American,Male,4,Low
51,M,African-American,Male,8,Low
28,F,African-American,Male,0,Low
23,F,Caucasian,Male,0,Low
30,F,Caucasian,Male,0,Low
25,M,African-American,Male,0,Low
25,F,Caucasian,Male,2,Low
